tree_id	leaves_num	depth	nodes_num	root	feature_importance	class_current_depth	L	feature_importance	class_current_depth	R	feature_importance	class_current_depth	L_L	feature_importance	class_current_depth	L_R	feature_importance	class_current_depth	R_L	feature_importance	class_current_depth	R_R	feature_importance	class_current_depth	L_L_L	feature_importance	class_current_depth	L_L_R	feature_importance	class_current_depth	L_R_L	feature_importance	class_current_depth	L_R_R	feature_importance	class_current_depth	R_L_L	feature_importance	class_current_depth	R_L_R	feature_importance	class_current_depth	R_R_L	feature_importance	class_current_depth	R_R_R	feature_importance	class_current_depth
773	8326	30	16651	22_G<=0.5	0.49982600049714143	Animal	19_U<=0.5	0.5412266179520846	Plant	25_G<=0.5	0.22068257634077496	Animal	1_A<=0.5	0.5821560423332512	Plant	18_U<=0.5	0.401728042949417	Animal	21_C<=0.5	0.21247869969851882	Animal	27_G<=0.5	0.6	Plant	6_U<=0.5	0.612375249500998	Plant	20_U<=0.5	0.460136391816491	Animal	4_C<=0.5	0.43885505481120585	Animal	2_C<=0.5	0.3195904068984101	Animal	1_G<=0.5	0.19466224366706875	Animal	3_C<=0.5	0.33099297893681046	Animal	3_A<=0.5	0.5769230769230769	Plant	34_C<=0.5	1.0	Plant
774	8404	30	16807	2_A<=0.5	0.4989477172922363	Animal	16_U<=0.5	0.5405440781866969	Plant	9_U<=0.5	0.3675031021646215	Animal	20_C<=0.5	0.5675573297590256	Plant	21_U<=0.5	0.4600694444444444	Animal	14_U<=0.5	0.430041559469622	Animal	6_C<=0.5	0.22386363636363638	Animal	4_A<=0.5	0.5310567907300495	Plant	11_U<=0.5	0.6576394502829426	Plant	15_G<=0.5	0.5059168263270596	Plant	18_U<=0.5	0.30638458632414056	Animal	15_U<=0.5	0.47130598015553765	Animal	10_G<=0.5	0.313821752265861	Animal	3_U<=0.5	0.2747603833865815	Animal	22_U<=0.5	0.13329121920404297	Animal
775	8427	30	16853	22_G<=0.5	0.5025437070179799	Plant	22_A<=0.5	0.5425845884346617	Plant	21_G<=0.5	0.23383593151035012	Animal	15_C<=0.5	0.5821944723398681	Plant	21_A<=0.5	0.2723074631312379	Animal	25_A<=0.5	0.2107107107107107	Animal	8_U<=0.5	0.3094978165938865	Animal	20_C<=0.5	0.5996461315747145	Plant	22_U<=0.5	0.5056444026340545	Plant	10_C<=0.5	0.2576128806440322	Animal	23_U<=0.5	0.3563563563563564	Animal	21_C<=0.5	0.20242155525238745	Animal	17_C<=0.5	0.5846153846153846	Plant	2_A<=0.5	0.36739659367396593	Animal	20_A<=0.5	0.19031719532554256	Animal
776	8442	29	16883	1_U<=0.5	0.4978208633689618	Animal	19_U<=0.5	0.41117898379294515	Animal	23_U<=0.5	0.5744441668748439	Plant	6_U<=0.5	0.4539105477158574	Animal	23_U<=0.5	0.29072276159654803	Animal	20_G<=0.5	0.5952380952380952	Plant	24_A<=0.5	0.12162162162162163	Animal	22_U<=0.5	0.4796600637380491	Animal	17_C<=0.5	0.3698490412076703	Animal	17_C<=0.5	0.30351625717228187	Animal	3_G<=0.5	0.15024232633279483	Animal	9_G<=0.5	0.6462155266674766	Plant	14_G<=0.5	0.3827848101265823	Animal	14_G<=0.5	0.10396409872849663	Animal	12_G<=0.5	0.463768115942029	Animal
777	8385	30	16769	22_U<=0.5	0.4992791449167288	Animal	1_U<=0.5	0.5485419256143035	Plant	7_U<=0.5	0.17925465838509316	Animal	22_G<=0.5	0.4551792828685259	Animal	23_A<=0.5	0.6283201531969219	Plant	2_U<=0.5	0.1920039486673248	Animal	11_A<=0.5	0.13995943204868155	Animal	12_U<=0.5	0.4968805704099822	Animal	21_G<=0.5	0.23923076923076922	Animal	5_U<=0.5	0.645933014354067	Plant	9_U<=0.5	0.16326530612244897	Animal	13_G<=0.5	0.1634513461946152	Animal	16_G<=0.5	0.2909625275532697	Animal	3_U<=0.5	0.12743125419181758	Animal	19_G<=0.5	0.1787941787941788	Animal
778	8485	30	16969	22_C<=0.5	0.49989228602203994	Animal	7_C<=0.5	0.5217024553939816	Plant	1_C<=0.5	0.29525120440467995	Animal	10_A<=0.5	0.5383382191278857	Plant	20_G<=0.5	0.45487165332597296	Animal	9_U<=0.5	0.3132633383329762	Animal	2_G<=0.5	0.22183406113537119	Animal	23_G<=0.5	0.49993360334639136	Animal	9_G<=0.5	0.6237631073696648	Plant	20_C<=0.5	0.49675081229692575	Animal	6_G<=0.5	0.3379839553540286	Animal	2_G<=0.5	0.34958601655933763	Animal	2_A<=0.5	0.22901849217638692	Animal	8_U<=0.5	0.18549222797927462	Animal	12_U<=0.5	0.4166666666666667	Animal
779	8415	29	16829	12_G<=0.5	0.4992128593918303	Animal	1_A<=0.5	0.4709079880552445	Animal	19_C<=0.5	0.5686173559864997	Plant	19_U<=0.5	0.5082373782108061	Plant	8_U<=0.5	0.3303313319991105	Animal	19_G<=0.5	0.44752159218926024	Animal	22_G<=0.5	0.7575047591155367	Plant	22_U<=0.5	0.5525644986868531	Plant	20_G<=0.5	0.3643770368513412	Animal	13_G<=0.5	0.3534469033593377	Animal	5_C<=0.5	0.2768153335790638	Animal	1_A<=0.5	0.40295551492992077	Animal	6_A<=0.5	0.5190802348336595	Plant	7_U<=0.5	0.7902973395931142	Plant	5_A<=0.5	0.28018223234624146	Animal
780	8431	30	16861	23_U<=0.5	0.49816886237467894	Animal	23_G<=0.5	0.5165903290094752	Plant	3_U<=0.5	0.16290168628698695	Animal	19_C<=0.5	0.5323268304387146	Plant	21_U<=0.5	0.23435948361469713	Animal	6_U<=0.5	0.12954450480568325	Animal	4_G<=0.5	0.2693333333333333	Animal	11_G<=0.5	0.45839096995518175	Animal	15_U<=0.5	0.680510119212642	Plant	19_C<=0.5	0.2579098753595398	Animal	6_U<=0.5	0.18181818181818182	Animal	24_A<=0.5	0.14584511023176935	Animal	1_G<=0.5	0.08333333333333333	Animal	17_U<=0.5	0.3333333333333333	Animal	16_U<=0.5	0.15355805243445692	Animal
781	8215	29	16429	2_A<=0.5	0.5014168530947054	Plant	22_U<=0.5	0.5425682287702511	Plant	5_C<=0.5	0.36963788300835654	Animal	22_G<=0.5	0.5907102738704707	Plant	8_A<=0.5	0.2054985209674613	Animal	22_G<=0.5	0.3132007914821445	Animal	18_C<=0.5	0.5294902588737657	Plant	1_U<=0.5	0.6446908486619678	Plant	15_G<=0.5	0.2376311844077961	Animal	9_G<=0.5	0.1728917077754287	Animal	20_U<=0.5	0.2986577181208054	Animal	11_U<=0.5	0.34686472389159767	Animal	14_A<=0.5	0.14771460423634336	Animal	11_C<=0.5	0.33212176283507494	Animal	4_C<=0.5	0.8104786545924968	Plant
782	8396	30	16791	6_A<=0.5	0.4994945728726489	Animal	22_C<=0.5	0.473772815878079	Animal	12_G<=0.5	0.5758831655812118	Plant	2_A<=0.5	0.4951398825677209	Animal	16_G<=0.5	0.2859002169197397	Animal	17_U<=0.5	0.5168285742321657	Plant	22_C<=0.5	0.6960079840319361	Plant	23_G<=0.5	0.5520400207900208	Plant	21_G<=0.5	0.31548717948717947	Animal	20_U<=0.5	0.3054381515919977	Animal	25_A<=0.5	0.22054665409990576	Animal	19_U<=0.5	0.5751835535976505	Plant	1_C<=0.5	0.3992901508429459	Animal	8_G<=0.5	0.7306434023991276	Plant	15_U<=0.5	0.32235294117647056	Animal
783	8490	29	16979	20_C<=0.5	0.49994200016571383	Animal	16_U<=0.5	0.4562798450310839	Animal	22_C<=0.5	0.6214809705937676	Plant	8_G<=0.5	0.4732176418995113	Animal	14_A<=0.5	0.4129249518922386	Animal	23_G<=0.5	0.6477434197171662	Plant	23_U<=0.5	0.28974358974358977	Animal	9_U<=0.5	0.4009615384615385	Animal	9_C<=0.5	0.6297104323681079	Plant	9_G<=0.5	0.45266617194953884	Animal	15_A<=0.5	0.2895689371503784	Animal	1_C<=0.5	0.6635619531470506	Plant	3_A<=0.5	0.2784184514003295	Animal	11_U<=0.5	0.31218014329580346	Animal	16_U<=0.5	0.17616580310880828	Animal
784	8437	29	16873	9_G<=0.5	0.4976882923191648	Animal	8_C<=0.5	0.46038750603323453	Animal	22_G<=0.5	0.5940841054882395	Plant	22_A<=0.5	0.481448045499684	Animal	11_C<=0.5	0.3922942206654991	Animal	5_A<=0.5	0.6327386499800293	Plant	21_U<=0.5	0.27398015435501655	Animal	2_A<=0.5	0.5043460614874692	Plant	10_C<=0.5	0.29667030567685587	Animal	17_A<=0.5	0.3338165524512388	Animal	21_A<=0.5	0.5572490706319703	Plant	13_A<=0.5	0.5546725681520974	Plant	18_C<=0.5	0.7854753001377681	Plant	1_U<=0.5	0.324459234608985	Animal	15_U<=0.5	0.17483660130718953	Animal
785	8568	30	17135	23_U<=0.5	0.49876543209876545	Animal	21_U<=0.5	0.5165775774726619	Plant	3_U<=0.5	0.16973217166828009	Animal	9_U<=0.5	0.5460008520752517	Plant	19_U<=0.5	0.41283895960154954	Animal	1_G<=0.5	0.139251156920488	Animal	9_A<=0.5	0.27008310249307477	Animal	1_U<=0.5	0.5841823466421906	Plant	14_U<=0.5	0.4412357286769644	Animal	9_G<=0.5	0.46761351409511515	Animal	23_G<=0.5	0.2611028315946349	Animal	11_C<=0.5	0.12547892720306514	Animal	24_G<=0.5	0.23875432525951557	Animal	12_G<=0.5	0.17928286852589642	Animal	11_C<=0.5	0.4772727272727273	Animal
786	8388	30	16775	19_C<=0.5	0.4977048637003894	Animal	13_G<=0.5	0.4292810011930559	Animal	15_C<=0.5	0.6435093908892809	Plant	21_U<=0.5	0.3868250387706189	Animal	22_A<=0.5	0.5241357587211591	Plant	23_G<=0.5	0.6858678469807145	Plant	17_U<=0.5	0.449840994507083	Animal	2_U<=0.5	0.42185027097021727	Animal	9_U<=0.5	0.28972211142135357	Animal	7_A<=0.5	0.5579067521292476	Plant	20_U<=0.5	0.23053435114503817	Animal	23_U<=0.5	0.7053301824865432	Plant	25_U<=0.5	0.17555938037865748	Animal	8_C<=0.5	0.3246217331499312	Animal	10_U<=0.5	0.6635367762128326	Plant
787	8595	30	17189	18_C<=0.5	0.5025768497804292	Plant	21_U<=0.5	0.46787602222925045	Animal	22_U<=0.5	0.5981093351576591	Plant	1_A<=0.5	0.49446308226701896	Animal	6_C<=0.5	0.3832561655485212	Animal	3_G<=0.5	0.6501624523237746	Plant	19_G<=0.5	0.21447162935970848	Animal	22_G<=0.5	0.5266826562734223	Plant	19_U<=0.5	0.37162451778825545	Animal	22_G<=0.5	0.34986191313080595	Animal	23_A<=0.5	0.4849063813526939	Animal	2_A<=0.5	0.556374269005848	Plant	16_G<=0.5	0.7931526390870185	Plant	9_U<=0.5	0.15561066336019838	Animal	8_A<=0.5	0.5227272727272727	Plant
788	8424	30	16847	19_U<=0.5	0.5011185682326622	Plant	4_U<=0.5	0.5457194424511275	Plant	17_U<=0.5	0.3582671681292659	Animal	17_C<=0.5	0.5686729630222507	Plant	19_C<=0.5	0.44456202233980013	Animal	20_C<=0.5	0.3850407450523865	Animal	21_U<=0.5	0.29012345679012347	Animal	1_A<=0.5	0.5837656393042416	Plant	22_A<=0.5	0.5129553135561397	Plant	10_C<=0.5	0.4924375659514597	Animal	23_G<=0.5	0.34799574317133736	Animal	10_C<=0.5	0.3388136262001841	Animal	1_C<=0.5	0.5149722735674677	Plant	14_A<=0.5	0.3322615219721329	Animal	3_G<=0.5	0.19584332533972823	Animal
789	8576	30	17151	9_G<=0.5	0.501831137625321	Plant	9_C<=0.5	0.4628812893989424	Animal	18_U<=0.5	0.6008334311538913	Plant	23_A<=0.5	0.43248923692328556	Animal	22_G<=0.5	0.5278099652375434	Plant	16_C<=0.5	0.6425336006534492	Plant	5_G<=0.5	0.4435732287874545	Animal	20_C<=0.5	0.44161373877869636	Animal	16_A<=0.5	0.23708206686930092	Animal	2_G<=0.5	0.5668716687166871	Plant	18_G<=0.5	0.2324860508369498	Animal	22_A<=0.5	0.6679654884497634	Plant	19_G<=0.5	0.5405505952380952	Plant	7_A<=0.5	0.36655683690280066	Animal	7_U<=0.5	0.6071741032370953	Plant
790	8309	30	16617	1_A<=0.5	0.4984008617118237	Animal	20_G<=0.5	0.5299043312608596	Plant	23_U<=0.5	0.37873727735368956	Animal	1_U<=0.5	0.5666906417325981	Plant	18_C<=0.5	0.3949169110459433	Animal	8_G<=0.5	0.3929214157168566	Animal	13_A<=0.5	0.19625137816979052	Animal	22_U<=0.5	0.44332818134981966	Animal	23_C<=0.5	0.6221758776503302	Plant	22_A<=0.5	0.3614686356862214	Animal	22_U<=0.5	0.48157248157248156	Animal	18_U<=0.5	0.3505488157134604	Animal	7_U<=0.5	0.5145985401459854	Plant	25_U<=0.5	0.13286713286713286	Animal	18_C<=0.5	0.4322916666666667	Animal
791	8320	30	16639	3_G<=0.5	0.49946143011019967	Animal	4_C<=0.5	0.4707567151246751	Animal	18_C<=0.5	0.5629089748364101	Plant	23_C<=0.5	0.4438698697388231	Animal	7_U<=0.5	0.5454793523740222	Plant	22_G<=0.5	0.46894214094277153	Animal	13_C<=0.5	0.7579774177712322	Plant	22_G<=0.5	0.4536813055773227	Animal	1_G<=0.5	0.20448877805486285	Animal	2_G<=0.5	0.6021098497878684	Plant	19_U<=0.5	0.32820061592608885	Animal	2_U<=0.5	0.518260231235089	Plant	2_G<=0.5	0.16834451901565994	Animal	16_U<=0.5	0.7905759162303665	Plant	22_U<=0.5	0.4423076923076923	Animal
792	8668	29	17335	10_A<=0.5	0.5031899908857403	Plant	8_G<=0.5	0.47001158748551564	Animal	20_G<=0.5	0.5864495492875836	Plant	20_U<=0.5	0.43192548578769874	Animal	22_U<=0.5	0.5687057844361215	Plant	8_G<=0.5	0.6294581878889057	Plant	21_U<=0.5	0.44535723176499875	Animal	2_A<=0.5	0.4555368038426587	Animal	5_G<=0.5	0.36394218788935956	Animal	22_G<=0.5	0.6121217746426583	Plant	7_C<=0.5	0.1917808219178082	Animal	19_A<=0.5	0.5499209534233248	Plant	7_A<=0.5	0.7614530776992936	Plant	18_A<=0.5	0.5491956603067715	Plant	18_G<=0.5	0.23883928571428573	Animal
793	8388	30	16775	23_A<=0.5	0.5009197116579667	Plant	1_A<=0.5	0.511713081335084	Plant	7_U<=0.5	0.24705404307192197	Animal	19_C<=0.5	0.5444386581608297	Plant	20_C<=0.5	0.3838786234955077	Animal	18_A<=0.5	0.2776850306065665	Animal	10_A<=0.5	0.16415662650602408	Animal	14_C<=0.5	0.4630199277785208	Animal	9_U<=0.5	0.6949561132402028	Plant	17_U<=0.5	0.35794352231084287	Animal	18_U<=0.5	0.4793650793650794	Animal	24_C<=0.5	0.31225296442687744	Animal	2_U<=0.5	0.19548872180451127	Animal	21_C<=0.5	0.133086876155268	Animal	17_A<=0.5	0.3008130081300813	Animal
794	8331	29	16661	1_U<=0.5	0.4990471455795841	Animal	19_C<=0.5	0.41390494993653926	Animal	3_G<=0.5	0.5745598949376192	Plant	22_C<=0.5	0.37241208519068847	Animal	4_A<=0.5	0.5163934426229508	Plant	22_G<=0.5	0.5392348633034618	Plant	19_C<=0.5	0.6522304460892179	Plant	18_C<=0.5	0.39459730981749175	Animal	24_A<=0.5	0.19753629564452266	Animal	16_U<=0.5	0.4510727367870225	Animal	12_G<=0.5	0.6698074559606718	Plant	16_G<=0.5	0.5868485703831477	Plant	6_G<=0.5	0.21984572230014024	Animal	6_A<=0.5	0.5111386138613861	Plant	2_G<=0.5	0.8360202671579917	Plant
795	8490	29	16979	9_U<=0.5	0.5010025685640899	Plant	22_U<=0.5	0.5482042894330669	Plant	2_A<=0.5	0.3800188946622579	Animal	19_C<=0.5	0.5961756560727944	Plant	24_G<=0.5	0.21714597742992356	Animal	16_A<=0.5	0.42811578024081015	Animal	17_A<=0.5	0.24277588168373151	Animal	21_G<=0.5	0.5134396541175511	Plant	23_A<=0.5	0.7475742648156442	Plant	6_C<=0.5	0.20737674068498307	Animal	2_A<=0.5	0.5055555555555555	Plant	2_G<=0.5	0.3920827310130101	Animal	18_U<=0.5	0.5194475760992108	Plant	5_G<=0.5	0.22176981541802387	Animal	6_C<=0.5	0.35161744022503516	Animal
796	8347	30	16693	2_A<=0.5	0.4961802966277239	Animal	8_G<=0.5	0.5378623030725042	Plant	10_A<=0.5	0.3630551115435402	Animal	21_U<=0.5	0.49642631246046803	Animal	22_G<=0.5	0.6292550223214286	Plant	4_U<=0.5	0.28309674821302727	Animal	18_C<=0.5	0.5412926391382405	Plant	9_G<=0.5	0.5238250519708149	Plant	22_U<=0.5	0.40158035840270917	Animal	18_G<=0.5	0.6655572755417957	Plant	6_U<=0.5	0.2980225988700565	Animal	22_U<=0.5	0.2607104121475054	Animal	22_U<=0.5	0.3476730543605788	Animal	22_C<=0.5	0.33474396953025815	Animal	9_G<=0.5	0.7744863831820353	Plant
797	8364	30	16727	20_C<=0.5	0.5039191316596239	Plant	8_G<=0.5	0.461101467571406	Animal	1_A<=0.5	0.6227323908419867	Plant	4_C<=0.5	0.39377822378324134	Animal	22_G<=0.5	0.6002488938053098	Plant	11_U<=0.5	0.6587799531332679	Plant	8_G<=0.5	0.44976423648893726	Animal	15_A<=0.5	0.3992901878914405	Animal	13_U<=0.5	0.3715727502102607	Animal	22_U<=0.5	0.6306389530408006	Plant	25_A<=0.5	0.33242876526458615	Animal	3_G<=0.5	0.7007918552036199	Plant	9_U<=0.5	0.4887447539107211	Animal	22_G<=0.5	0.3424164524421594	Animal	7_U<=0.5	0.7068965517241379	Plant
798	8441	30	16881	22_U<=0.5	0.5019139945314441	Plant	6_U<=0.5	0.5504126232138764	Plant	1_C<=0.5	0.18444416656246093	Animal	22_C<=0.5	0.5782787795071656	Plant	7_A<=0.5	0.45473024477005164	Animal	2_U<=0.5	0.17313122306434833	Animal	16_G<=0.5	0.2444794952681388	Animal	9_U<=0.5	0.6145235918322113	Plant	23_U<=0.5	0.2841726618705036	Animal	18_C<=0.5	0.47704507512520866	Animal	11_G<=0.5	0.35852451641925326	Animal	8_U<=0.5	0.1513420902341519	Animal	16_A<=0.5	0.2506775067750677	Animal	9_U<=0.5	0.18171557562076748	Animal	20_A<=0.5	0.3900523560209424	Animal
799	8409	30	16817	1_U<=0.5	0.4988814317673378	Animal	17_A<=0.5	0.41382456140350876	Animal	8_U<=0.5	0.5750039252629926	Plant	19_C<=0.5	0.39547053649956027	Animal	22_U<=0.5	0.48628472222222224	Animal	23_U<=0.5	0.6094167138581021	Plant	9_U<=0.5	0.45556647479994383	Animal	22_C<=0.5	0.36167896455788073	Animal	8_G<=0.5	0.485497905252981	Animal	2_A<=0.5	0.5425183973834833	Plant	11_G<=0.5	0.1693548387096774	Animal	22_G<=0.5	0.6302357953347113	Plant	8_A<=0.5	0.12315270935960591	Animal	20_C<=0.5	0.4952134024730754	Animal	18_C<=0.5	0.3613086770981508	Animal
800	8398	30	16795	23_U<=0.5	0.5008368547518436	Plant	19_C<=0.5	0.5186058700209644	Plant	9_A<=0.5	0.17326892109500805	Animal	18_U<=0.5	0.4452677492248673	Animal	22_G<=0.5	0.6641121885100615	Plant	13_A<=0.5	0.1407185628742515	Animal	8_U<=0.5	0.27249022164276404	Animal	22_G<=0.5	0.46955330024446257	Animal	23_G<=0.5	0.38598553345388786	Animal	1_U<=0.5	0.6939887640449438	Plant	7_C<=0.5	0.2793053545586107	Animal	17_U<=0.5	0.12681354110693177	Animal	25_A<=0.5	0.1949685534591195	Animal	15_C<=0.5	0.3170731707317073	Animal	13_A<=0.5	0.09210526315789473	Animal
801	8417	29	16833	22_G<=0.5	0.5029911343110448	Plant	1_U<=0.5	0.5440790724196921	Plant	24_C<=0.5	0.2235294117647059	Animal	8_G<=0.5	0.44757522700435687	Animal	3_G<=0.5	0.6285693914655449	Plant	24_G<=0.5	0.21651547491995732	Animal	18_A<=0.5	0.4435146443514644	Animal	18_G<=0.5	0.40684022460439	Animal	10_A<=0.5	0.5512413394919169	Plant	23_G<=0.5	0.5871934604904632	Plant	22_U<=0.5	0.7166276346604216	Plant	2_U<=0.5	0.2004769921436588	Animal	9_U<=0.5	0.5271739130434783	Plant	20_C<=0.5	0.4175257731958763	Animal	11_G<=0.5	0.5555555555555556	Plant
802	8439	29	16877	19_U<=0.5	0.49919628801060567	Animal	18_A<=0.5	0.5456982217573222	Plant	1_U<=0.5	0.3515943833437089	Animal	4_G<=0.5	0.5662142935317938	Plant	3_C<=0.5	0.46541755888650965	Animal	18_G<=0.5	0.28719258164225236	Animal	23_A<=0.5	0.41989737742303307	Animal	12_U<=0.5	0.5886066204772902	Plant	2_U<=0.5	0.5111657834973505	Plant	16_A<=0.5	0.4224196855775803	Animal	13_C<=0.5	0.6207407407407407	Plant	18_U<=0.5	0.26569037656903766	Animal	6_U<=0.5	0.35953079178885633	Animal	22_A<=0.5	0.440048323769254	Animal	20_G<=0.5	0.08121827411167512	Animal
803	8419	30	16837	18_C<=0.5	0.5011019968514375	Plant	23_G<=0.5	0.4656853851038737	Animal	9_G<=0.5	0.5971820586968559	Plant	2_A<=0.5	0.4802305833951252	Animal	24_G<=0.5	0.19956236323851204	Animal	3_G<=0.5	0.4843053767699772	Animal	10_U<=0.5	0.7824179395515112	Plant	22_G<=0.5	0.5310924369747899	Plant	22_G<=0.5	0.3113568254624367	Animal	24_U<=0.5	0.16167076167076166	Animal	22_A<=0.5	0.508	Plant	2_C<=0.5	0.4116557423767455	Animal	12_U<=0.5	0.6497890295358649	Plant	7_G<=0.5	0.8227618702428416	Plant	13_U<=0.5	0.43238993710691825	Animal
804	8517	30	17033	10_A<=0.5	0.5008202833706189	Plant	20_C<=0.5	0.46770746213177217	Animal	7_C<=0.5	0.5832032830472227	Plant	6_U<=0.5	0.4337387259985544	Animal	15_G<=0.5	0.5640203154236835	Plant	6_U<=0.5	0.5977952116867307	Plant	21_U<=0.5	0.4974155069582505	Animal	17_A<=0.5	0.45640223274695535	Animal	21_A<=0.5	0.36816346506790654	Animal	22_C<=0.5	0.5987569060773481	Plant	23_U<=0.5	0.44497041420118344	Animal	9_G<=0.5	0.6523151232511659	Plant	18_U<=0.5	0.3621310295176386	Animal	19_C<=0.5	0.5282340862422998	Plant	6_G<=0.5	0.3915343915343915	Animal
805	8394	28	16787	12_G<=0.5	0.4990140028171348	Animal	19_U<=0.5	0.4720610757878127	Animal	11_C<=0.5	0.566343980059127	Plant	16_A<=0.5	0.5159699099765692	Plant	22_G<=0.5	0.3384312253706136	Animal	22_G<=0.5	0.5764915859255482	Plant	4_A<=0.5	0.46449136276391556	Animal	2_A<=0.5	0.4935020954154849	Animal	23_G<=0.5	0.5761942584817883	Plant	22_A<=0.5	0.38183279742765275	Animal	26_C<=0.5	0.14461538461538462	Animal	6_U<=0.5	0.6151605569764138	Plant	21_A<=0.5	0.23883374689826303	Animal	14_C<=0.5	0.41998306519898393	Animal	9_C<=0.5	0.6020942408376964	Plant
806	8596	30	17191	12_G<=0.5	0.49666086668323806	Animal	23_C<=0.5	0.47051425377305756	Animal	8_G<=0.5	0.5611465334022632	Plant	23_A<=0.5	0.47977102002367095	Animal	1_U<=0.5	0.22084690553745928	Animal	20_U<=0.5	0.47187770406691665	Animal	9_U<=0.5	0.6936358447488584	Plant	1_A<=0.5	0.4913723307357555	Animal	19_U<=0.5	0.23548215237080447	Animal	9_C<=0.5	0.2789115646258503	Animal	21_G<=0.5	0.14241960183767227	Animal	16_C<=0.5	0.49809736255084636	Animal	16_U<=0.5	0.4	Animal	19_C<=0.5	0.7583670467083486	Plant	20_C<=0.5	0.4694267515923567	Animal
807	8174	30	16347	22_U<=0.5	0.4991134311044826	Animal	22_A<=0.5	0.5481042880336167	Plant	1_A<=0.5	0.17809762202753443	Animal	3_G<=0.5	0.5875594729110483	Plant	19_C<=0.5	0.2813519122442929	Animal	21_U<=0.5	0.2054401081263727	Animal	7_A<=0.5	0.09995171414775471	Animal	22_C<=0.5	0.5562379536767829	Plant	23_C<=0.5	0.651486864915322	Plant	24_A<=0.5	0.22814590977768184	Animal	13_A<=0.5	0.39801230477993377	Animal	19_U<=0.5	0.23169046522339937	Animal	4_G<=0.5	0.13316423589093215	Animal	24_A<=0.5	0.08827238335435057	Animal	5_A<=0.5	0.13814432989690723	Animal
808	8329	30	16657	2_A<=0.5	0.5003231419338802	Plant	20_G<=0.5	0.5417663693713292	Plant	8_G<=0.5	0.3677913043478261	Animal	23_U<=0.5	0.580900109769484	Plant	19_C<=0.5	0.3921301154249738	Animal	1_G<=0.5	0.2845608507286333	Animal	23_C<=0.5	0.5681441099786679	Plant	8_G<=0.5	0.6004076008955738	Plant	9_A<=0.5	0.15667915106117353	Animal	4_C<=0.5	0.34986780813294727	Animal	21_U<=0.5	0.6036546943919344	Plant	7_C<=0.5	0.2595243338471702	Animal	23_G<=0.5	0.4962756052141527	Animal	12_G<=0.5	0.5917293233082707	Plant	4_C<=0.5	0.1572052401746725	Animal
809	8344	29	16687	1_U<=0.5	0.4957660120971083	Animal	22_U<=0.5	0.4072823218997361	Animal	19_C<=0.5	0.5745614035087719	Plant	22_G<=0.5	0.44863196873071387	Animal	2_A<=0.5	0.16334951456310678	Animal	22_U<=0.5	0.4825092827828806	Animal	20_A<=0.5	0.7390848760041914	Plant	23_U<=0.5	0.4919454160303463	Animal	27_U<=0.5	0.2291562656015976	Animal	16_G<=0.5	0.19025438910784664	Animal	26_A<=0.5	0.10684725357411588	Animal	16_A<=0.5	0.5342120343839541	Plant	18_U<=0.5	0.18356527501656728	Animal	22_U<=0.5	0.7544705000535389	Plant	11_A<=0.5	0.6710837671557028	Plant
810	8562	30	17123	2_A<=0.5	0.5009197116579667	Plant	18_C<=0.5	0.5425455651380532	Plant	17_G<=0.5	0.3670346562325321	Animal	13_U<=0.5	0.5159759100483579	Plant	9_U<=0.5	0.6152036345935421	Plant	9_G<=0.5	0.28952794357026584	Animal	6_A<=0.5	0.5071610751422405	Plant	19_U<=0.5	0.5503508212406315	Plant	8_C<=0.5	0.4159805172213847	Animal	8_A<=0.5	0.6628272251308901	Plant	20_C<=0.5	0.45136887608069165	Animal	1_G<=0.5	0.26845918083031484	Animal	14_G<=0.5	0.3637702503681885	Animal	12_U<=0.5	0.3678197397651539	Animal	11_C<=0.5	0.7327852004110997	Plant
811	8450	30	16899	1_A<=0.5	0.5009031402767421	Plant	2_A<=0.5	0.5318080006698624	Plant	13_A<=0.5	0.3834897407348497	Animal	8_G<=0.5	0.5771752085816448	Plant	5_A<=0.5	0.3775218793182865	Animal	23_U<=0.5	0.36914570685169124	Animal	7_U<=0.5	0.4229850746268657	Animal	18_A<=0.5	0.5360336664913203	Plant	13_G<=0.5	0.6604933213144308	Plant	4_C<=0.5	0.4082442014180988	Animal	14_U<=0.5	0.27663772691397	Animal	15_U<=0.5	0.3903130537507383	Animal	17_U<=0.5	0.13306982872200263	Animal	2_G<=0.5	0.33228558599012126	Animal	20_A<=0.5	0.6028495102404274	Plant
812	8329	30	16657	22_U<=0.5	0.5006214267959235	Plant	22_A<=0.5	0.5508132028122067	Plant	8_A<=0.5	0.17890471512770137	Animal	19_G<=0.5	0.5887661667508399	Plant	17_C<=0.5	0.2912912912912913	Animal	21_A<=0.5	0.14968574263976184	Animal	19_U<=0.5	0.2631077216396568	Animal	9_U<=0.5	0.6078640640359501	Plant	22_G<=0.5	0.520330112721417	Plant	14_G<=0.5	0.32434560125959455	Animal	19_G<=0.5	0.18492716909436352	Animal	12_U<=0.5	0.13915470494417864	Animal	5_A<=0.5	0.20097087378640777	Animal	9_C<=0.5	0.31241997439180536	Animal	13_G<=0.5	0.11940298507462686	Animal
